Gender,Age,Department,Attendance (%),Midterm_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,at_risk
Female,18,Engineering,69.22,61.34,72.19,94.38,23.9,85.24,17.0,No,No,Unknown,Medium,9,7.9,1
Male,21,CS,86.92,66.04,81.61,93.71,86.7,76.7,29.3,No,No,Bachelor's,Medium,9,5.7,0
Female,18,Mathematics,88.71,55.64,77.72,93.12,10.6,62.1,23.9,No,No,PhD,Medium,6,4.8,1
Female,20,CS,80.35,50.36,98.88,69.54,97.3,74.64,8.9,No,Yes,Bachelor's,Low,7,5.3,0
Female,22,CS,51.13,48.34,89.29,52.85,0.5,91.5,17.7,No,Yes,Bachelor's,Low,2,5.3,0
Female,24,Mathematics,96.55,61.98,88.71,55.34,65.8,72.27,24.6,No,No,Unknown,Low,6,5.9,1
Male,18,Engineering,84.31,69.61,67.78,63.8,85.7,56.09,18.1,Yes,Yes,Bachelor's,Medium,6,5.3,1
Female,23,Mathematics,51.71,43.78,50.42,61.0,93.4,52.04,13.9,Yes,No,PhD,Low,8,5.1,1
Male,23,Business,90.94,96.79,86.72,93.7,14.4,88.89,14.4,Yes,Yes,Unknown,Medium,9,6.0,0
Female,18,Engineering,60.01,85.91,99.99,99.32,69.80000000000001,66.52,14.2,No,Yes,PhD,Low,2,8.3,0
Female,18,Mathematics,78.96,83.85,70.29,90.83,10.7,96.56,5.5,Yes,Yes,High School,Medium,7,4.4,0
Female,20,CS,73.33,50.37,99.28,86.49,35.3,80.86,23.3,No,No,PhD,Medium,9,5.5,0
Female,18,Mathematics,70.99,76.23,57.09,79.43,73.2,71.81,20.3,Yes,Yes,PhD,High,6,6.8,0
Male,18,Engineering,94.49,71.78,64.83,88.5,34.6,78.22,11.7,Yes,No,Master's,Medium,7,8.4,1
Female,22,Business,71.87,98.95,58.54,97.35,31.3,72.86,20.8,Yes,Yes,PhD,High,9,5.4,0
Male,23,CS,53.77,84.86,73.76,80.07,11.6,95.29,12.7,No,No,Bachelor's,High,10,5.7,0
Female,20,Business,97.33,74.55,89.85,57.73,6.6000000000000005,72.9,11.1,Yes,Yes,Bachelor's,Medium,4,8.0,0
Female,23,Business,96.03,91.05,67.03,58.19,11.5,55.2,23.5,Yes,No,Unknown,Low,2,5.9,1
Female,20,CS,84.22,49.31,95.31,79.19,87.5,79.85,25.2,No,Yes,High School,Low,2,8.3,0
Male,23,Mathematics,73.39,40.91,77.24,66.67,1.1,81.15,20.6,No,No,Unknown,High,1,6.3,1
Female,18,Mathematics,54.64,81.41,73.27,95.51,69.3,88.27,24.6,Yes,Yes,PhD,Medium,9,6.8,0
Female,23,Business,89.54,45.9,89.35,80.58,76.9,96.66,14.1,No,No,PhD,Medium,10,6.8,0
Female,23,Mathematics,53.77,46.93,55.07,83.82,56.8,72.15,6.8,Yes,No,Bachelor's,Medium,4,4.6,1
Female,20,Engineering,53.43,84.68,88.69,50.29,73.1,67.6,20.1,Yes,Yes,PhD,High,5,5.8,0
Female,24,Business,76.87,56.23,62.15,74.94,65.19999999999999,74.54,11.4,No,No,PhD,Medium,4,5.2,1
Male,19,Business,58.01,77.72,64.04,71.56,45.6,95.01,24.4,Yes,Yes,Bachelor's,Low,4,7.4,0
Male,20,Business,50.39,95.04,79.97,85.29,38.3,99.0,14.0,No,No,High School,High,6,8.7,0
Female,20,Engineering,71.16,58.99,95.1,69.13,94.1,98.56,21.8,Yes,No,PhD,High,6,5.1,0
Female,20,Business,56.86,53.03,78.92,98.83,97.2,61.48,18.8,Yes,No,Master's,High,1,4.5,0
Male,21,Mathematics,58.03,46.39,82.45,83.51,65.1,74.84,25.4,No,No,High School,Low,1,6.5,0
Female,24,Mathematics,53.85,47.83,88.83,83.0,19.7,62.97,25.8,Yes,No,High School,Low,7,6.0,1
Male,21,Mathematics,60.25,43.73,62.97,95.97,44.8,68.4,6.7,Yes,Yes,Bachelor's,High,1,4.2,1
Female,21,Mathematics,85.77,45.26,91.36,99.76,49.7,51.58,12.4,No,No,Unknown,Low,1,8.6,0
Female,20,Business,90.45,65.92,70.9,59.89,75.8,58.03,26.8,No,Yes,PhD,Low,6,8.7,1
Male,19,Engineering,72.63,59.25,58.78,90.53,66.8,69.85,15.1,No,Yes,PhD,Low,8,8.3,0
Female,20,CS,75.33,82.39,67.51,58.12,51.5,68.24,17.9,Yes,Yes,Unknown,Medium,7,5.4,1
Male,18,Mathematics,51.63,92.21,62.31,72.85,68.0,63.94,9.6,No,No,PhD,Medium,6,4.6,0
Male,19,CS,53.47,87.09,61.44,55.01,2.4,61.52,18.8,No,Yes,Master's,High,7,7.0,1
Male,21,CS,62.88,71.84,64.13,81.17,77.69999999999999,87.45,11.6,No,Yes,Unknown,High,2,5.4,0
Female,23,Business,77.19,46.15,59.05,73.43,21.200000000000003,64.73,25.7,No,No,Bachelor's,Medium,6,5.0,1
Male,23,Mathematics,86.98,82.59,83.39,81.43,65.6,85.33,10.0,No,No,Unknown,High,9,7.2,0
Male,24,Mathematics,80.25,61.77,79.0,83.9,11.4,68.43,14.0,Yes,No,High School,Medium,4,7.8,1
Female,22,Mathematics,69.61,45.14,82.42,80.97,11.4,90.1,7.4,Yes,No,Bachelor's,Medium,2,6.6,0
Female,24,CS,55.92,90.55,67.19,64.7,3.6,58.36,19.7,Yes,Yes,High School,High,9,5.6,1
Female,19,Mathematics,89.04,60.29,88.49,91.85,91.0,57.88,28.5,Yes,No,Bachelor's,Medium,8,6.6,0
Female,21,Mathematics,68.19,53.09,56.48,77.58,60.5,83.98,9.3,Yes,Yes,Unknown,High,8,7.0,0
Female,19,Engineering,86.8,92.29,78.56,74.49,36.2,95.75,5.5,Yes,Yes,High School,Low,7,4.3,0
Female,19,Business,75.65,94.13,63.77,99.35,78.8,57.15,15.6,No,No,Bachelor's,Low,8,6.2,0
Male,23,Mathematics,86.93,60.34,76.38,64.18,62.6,53.69,23.7,Yes,No,PhD,Medium,3,7.0,0
Female,20,Mathematics,95.36,61.29,66.18,76.4,62.0,96.73,29.4,No,No,High School,Medium,6,4.6,0
Male,18,Business,96.05,74.78,89.53,84.12,48.7,55.87,6.3,No,Yes,Master's,Low,7,6.2,1
Female,22,Business,76.76,84.01,94.56,56.26,0.8,62.52,24.6,No,No,Bachelor's,Low,5,5.7,0
Male,21,CS,75.58,43.79,87.13,67.71,25.8,96.47,14.2,No,No,PhD,Medium,2,8.3,1
Male,19,CS,63.28,75.6,58.78,90.08,10.9,90.15,8.8,Yes,No,PhD,Low,10,6.4,0
Female,22,CS,96.79,97.17,63.74,61.84,66.2,67.14,9.8,Yes,No,Unknown,Medium,7,6.1,1
Female,19,Business,72.9,55.73,95.97,74.66,24.9,97.73,28.1,Yes,Yes,Unknown,Low,2,5.2,0
Male,23,Engineering,56.38,94.53,71.86,81.53,45.0,78.4,25.2,Yes,Yes,High School,Low,9,8.8,0
Female,18,Mathematics,71.64,97.01,97.06,83.56,35.3,53.61,12.8,No,No,High School,Medium,9,8.8,1
Female,23,Business,56.35,56.15,69.62,86.42,14.3,85.15,28.5,Yes,No,Master's,Medium,10,5.8,0
Male,22,Engineering,75.13,85.25,97.59,93.3,95.8,76.86,7.6,No,No,PhD,Medium,6,8.6,0
Male,21,Business,78.06,54.33,96.29,69.64,93.3,78.63,13.1,Yes,No,Bachelor's,Medium,4,7.1,0
Male,19,Engineering,66.89,84.26,83.03,85.33,8.5,99.71,21.3,No,Yes,Master's,High,10,7.9,0
Female,18,Business,53.58,87.85,50.44,86.61,82.69999999999999,57.63,30.0,Yes,No,Master's,High,4,4.4,1
Female,23,Business,97.18,54.83,70.02,65.01,48.8,82.84,16.6,Yes,No,Master's,Medium,5,4.1,0
Female,22,Engineering,88.67,82.95,95.56,98.41,77.4,72.94,25.3,No,No,Bachelor's,High,7,6.6,0
Female,23,Engineering,91.94,88.73,94.26,93.26,15.1,63.59,27.9,Yes,Yes,Master's,Low,8,4.4,0
Male,19,Engineering,68.34,61.51,59.37,64.49,13.2,84.68,5.2,Yes,Yes,Unknown,Medium,10,8.5,1
Female,19,Engineering,88.04,50.06,69.96,83.75,89.1,83.41,12.2,Yes,No,Unknown,High,8,8.1,1
Male,21,Engineering,74.27,45.52,91.78,85.89,89.80000000000001,92.82,7.5,No,No,Unknown,Medium,7,7.6,0
Female,18,Engineering,60.05,74.52,78.89,71.57,46.6,93.94,24.4,Yes,Yes,Master's,Low,6,4.2,0
Female,20,Engineering,56.22,98.69,92.36,93.19,87.0,78.09,19.2,No,No,Master's,Low,2,6.3,0
Male,23,Engineering,67.25,89.38,91.33,84.51,66.7,66.28,7.4,No,No,PhD,Medium,8,4.4,0
Female,19,Business,56.88,66.15,95.37,82.91,18.5,76.48,15.5,Yes,No,High School,High,4,8.6,0
Female,22,Engineering,99.91,72.2,55.86,61.04,32.9,67.96,17.8,Yes,No,PhD,Medium,8,7.1,0
Male,23,Engineering,52.46,56.77,57.26,70.39,13.6,63.87,22.4,No,Yes,Unknown,Medium,5,4.8,1
Female,21,Business,72.06,49.78,54.14,71.7,77.4,77.58,24.5,Yes,Yes,High School,Low,3,6.8,0
Male,21,Business,72.6,68.92,96.76,86.68,98.5,82.9,7.2,No,Yes,PhD,Medium,6,4.6,0
Male,19,CS,65.03,67.81,73.76,80.92,54.6,79.53,17.2,No,No,Bachelor's,High,2,4.7,0
Male,19,CS,78.57,71.32,53.22,54.29,65.6,97.72,9.0,No,Yes,Bachelor's,Medium,6,4.4,1
Male,19,Engineering,57.5,97.17,66.08,65.38,74.6,64.93,23.8,No,Yes,Bachelor's,Medium,6,8.4,0
Female,24,Engineering,89.2,76.23,67.57,73.65,22.4,68.62,21.4,Yes,Yes,Unknown,Low,1,6.7,1
Female,20,CS,66.62,76.35,90.48,86.84,33.6,83.38,23.1,Yes,Yes,High School,Low,10,5.6,0
Female,19,CS,79.57,47.68,86.77,87.18,41.2,80.02,6.9,Yes,Yes,Unknown,Low,5,4.0,0
Male,23,Mathematics,85.78,99.79,84.47,74.53,59.5,50.09,17.8,Yes,Yes,Bachelor's,Low,5,6.4,1
Female,23,Mathematics,94.45,86.37,51.09,55.85,85.0,65.61,26.0,No,Yes,Master's,High,8,6.6,0
Female,24,Engineering,91.79,92.63,95.53,64.65,25.4,62.69,22.8,Yes,No,Unknown,Low,7,5.7,0
Female,24,Mathematics,80.42,64.86,60.78,62.73,47.1,92.0,26.5,No,No,High School,Medium,9,6.4,0
Female,18,CS,69.42,70.13,81.45,89.05,75.19999999999999,93.31,10.2,Yes,Yes,Unknown,Low,10,4.5,0
Male,22,Engineering,75.16,71.33,53.09,59.0,8.7,64.19,12.2,Yes,No,High School,High,3,8.6,1
Male,19,Business,88.44,51.65,54.08,73.25,51.3,55.1,16.0,No,Yes,Master's,High,1,5.3,1
Female,23,Business,93.88,81.37,50.48,83.54,14.4,60.26,18.1,Yes,No,PhD,Low,7,8.7,1
Male,24,CS,55.19,94.18,78.3,98.24,53.9,58.83,11.3,Yes,Yes,High School,Low,9,6.5,0
Female,23,Mathematics,69.24,49.82,81.47,99.96,76.8,61.87,14.5,No,Yes,High School,Low,10,8.3,1
Female,23,Business,88.81,45.18,52.52,97.65,23.700000000000003,61.73,22.2,No,Yes,Bachelor's,Low,10,6.9,1
Female,24,Mathematics,71.58,84.29,64.52,85.91,84.9,73.99,21.1,No,No,Bachelor's,Medium,7,8.2,0
Male,20,Business,66.61,56.39,92.57,87.32,33.5,65.98,7.8,No,No,Master's,Medium,10,4.1,1
Female,24,Mathematics,70.57,77.43,55.07,87.96,19.1,77.99,29.6,No,Yes,Unknown,High,7,4.9,1
Male,24,Business,80.14,81.75,60.83,93.13,46.5,67.21,19.1,No,No,PhD,Low,10,5.8,1
Male,22,Business,99.99,59.31,71.22,97.59,87.6,90.73,17.1,No,Yes,PhD,Low,6,5.5,0
Female,24,Engineering,74.65,88.91,92.11,72.29,6.9,97.54,29.2,No,No,Master's,Medium,5,8.7,0
Male,21,Engineering,60.42,73.0,62.74,70.83,32.8,70.2,8.5,No,Yes,PhD,Low,5,6.0,0
Male,24,CS,58.14,92.14,99.86,73.02,65.3,52.47,18.6,No,Yes,Unknown,Medium,8,8.9,1
Female,23,Business,52.12,85.8,67.76,82.99,35.8,61.98,25.1,No,No,Bachelor's,High,9,7.3,0
Male,19,Mathematics,77.94,92.11,69.32,88.77,7.1,55.09,15.0,Yes,Yes,Master's,High,4,8.2,1
Male,23,Business,77.23,41.21,56.11,93.53,33.2,67.24,23.4,Yes,Yes,PhD,Low,10,6.0,1
Female,22,Mathematics,60.26,54.61,84.01,72.81,82.10000000000001,82.26,27.5,No,Yes,Master's,Low,1,5.0,0
Female,21,Mathematics,84.77,45.4,62.17,68.17,96.8,75.95,11.5,Yes,Yes,Master's,Low,5,4.3,1
Male,24,Business,87.06,66.52,81.44,99.17,4.0,62.14,11.0,No,No,High School,Medium,4,7.3,1
Female,20,Mathematics,62.95,93.4,61.16,61.59,56.900000000000006,88.36,14.0,No,Yes,High School,Medium,4,8.9,0
Female,18,CS,67.2,68.05,69.39,61.1,10.5,56.57,15.5,No,No,Master's,High,1,4.6,1
Male,24,Engineering,99.52,90.98,92.83,85.77,68.0,61.41,7.8,Yes,No,High School,Medium,3,7.9,0
Male,19,Mathematics,68.71,59.63,86.95,58.98,0.8,83.8,10.8,No,Yes,PhD,Low,3,5.8,0
Female,18,Business,88.04,60.37,57.73,69.97,1.5,59.86,26.8,Yes,Yes,Master's,High,8,9.0,1
Male,20,Engineering,72.64,93.73,80.39,64.62,77.69999999999999,83.94,19.2,No,Yes,High School,Low,6,8.4,0
Female,22,CS,89.67,65.55,81.43,58.44,7.4,98.85,11.7,Yes,No,PhD,Medium,6,5.2,0
Female,22,Mathematics,88.45,87.39,54.53,78.99,30.5,91.57,28.6,Yes,Yes,Bachelor's,Medium,6,7.8,0
Male,20,Mathematics,83.39,54.2,73.29,68.68,95.8,58.0,24.4,No,No,Bachelor's,Low,8,7.7,0
Male,23,Engineering,92.74,96.93,63.03,73.11,98.5,76.02,14.1,Yes,Yes,Master's,Low,5,7.8,0
Female,20,Mathematics,96.96,74.47,73.36,59.79,16.1,71.12,24.1,Yes,Yes,Unknown,High,3,4.4,1
Female,24,Business,79.0,85.56,88.85,88.39,56.1,99.58,19.9,No,No,PhD,Medium,1,8.0,0
Female,19,Engineering,61.87,45.37,57.91,65.74,55.9,98.22,22.1,Yes,Yes,Master's,Medium,8,5.3,0
Female,21,Engineering,69.93,69.56,56.17,67.14,45.2,56.36,13.0,Yes,Yes,High School,High,10,7.0,1
Male,24,Mathematics,87.92,94.06,63.47,62.61,92.5,95.44,10.2,Yes,Yes,Bachelor's,High,4,4.6,0
Female,24,CS,82.54,92.62,97.61,71.72,75.4,59.67,11.3,Yes,No,High School,Medium,3,6.8,0
Male,24,CS,58.89,42.81,87.39,73.18,76.5,65.97,7.1,No,No,PhD,High,8,8.5,0
Male,18,CS,52.56,58.22,50.97,76.48,27.0,67.67,16.8,Yes,Yes,Master's,Medium,10,4.9,1
Female,18,CS,84.15,66.6,70.05,98.38,43.4,64.34,15.2,Yes,No,Bachelor's,Medium,7,8.3,0
Male,22,Engineering,62.55,50.34,62.87,95.23,48.7,92.66,5.1,No,No,PhD,High,8,6.2,0
Male,24,Engineering,74.98,83.8,81.91,80.47,29.9,66.5,26.4,Yes,Yes,Bachelor's,High,2,5.6,1
Female,23,Mathematics,87.34,51.07,72.96,51.95,9.5,90.84,22.0,Yes,No,Bachelor's,High,8,4.3,1
Male,22,CS,78.13,60.8,98.22,80.61,12.6,99.72,16.2,Yes,Yes,Master's,Medium,4,6.6,0
Male,19,CS,54.17,79.8,60.95,54.48,18.1,92.04,29.2,No,No,Master's,High,2,5.0,0
Female,20,Mathematics,59.28,68.93,79.39,85.52,20.4,67.31,28.5,No,Yes,Unknown,Medium,4,8.7,1
Female,18,Mathematics,60.97,84.31,85.01,69.5,24.2,85.56,7.4,Yes,No,Unknown,Low,8,5.2,1
Female,24,Mathematics,62.89,97.67,91.28,91.88,25.5,76.7,20.4,No,No,Unknown,High,6,6.9,0
Female,19,Business,78.27,46.99,70.35,97.13,45.6,89.33,25.4,No,Yes,Unknown,Medium,3,6.8,0
Female,22,Mathematics,75.2,82.57,84.35,70.86,51.0,57.65,9.3,Yes,Yes,High School,Medium,7,5.7,1
Female,22,Mathematics,60.16,53.82,65.16,73.03,30.9,81.91,8.2,Yes,No,Unknown,Medium,6,8.3,1
Female,18,Business,53.38,64.87,71.77,79.51,90.7,88.68,11.5,No,Yes,High School,High,5,4.9,0
Male,22,CS,58.57,41.97,94.78,59.86,55.3,88.06,12.0,Yes,Yes,Bachelor's,High,6,8.1,0
Male,23,Engineering,99.22,48.15,97.5,96.37,78.7,98.18,29.1,No,Yes,High School,Low,3,5.0,0
Female,22,CS,73.43,59.19,85.94,71.65,92.4,52.92,24.5,No,Yes,Bachelor's,High,5,4.2,1
Male,21,Engineering,93.37,60.52,68.72,58.34,16.299999999999997,67.29,6.5,No,Yes,Unknown,Low,3,8.7,1
Male,20,Engineering,92.44,93.98,91.0,88.14,42.8,73.83,24.7,Yes,No,High School,Low,2,7.2,0
Female,22,Mathematics,75.58,84.51,51.29,60.96,43.3,65.49,9.2,No,No,Bachelor's,Low,2,7.2,0
Male,21,Mathematics,85.33,98.33,55.14,57.18,35.4,65.49,13.9,Yes,No,Unknown,Low,2,5.3,1
Female,19,Business,59.64,75.94,83.07,78.14,0.8999999999999999,58.81,13.0,Yes,Yes,Bachelor's,High,10,4.7,0
Male,22,CS,84.42,54.5,64.56,83.57,81.6,90.65,11.8,No,No,Master's,Low,4,7.5,0
Female,23,CS,63.62,59.66,97.57,78.48,11.2,95.4,12.7,Yes,Yes,Bachelor's,High,2,6.6,0
Male,19,Engineering,91.6,59.19,71.8,82.83,99.5,54.12,23.9,Yes,No,Unknown,High,4,5.6,1
Male,24,Mathematics,54.19,59.59,71.47,55.78,77.30000000000001,57.74,11.7,No,Yes,PhD,High,9,5.6,1
Male,22,Mathematics,88.66,80.38,83.9,73.8,58.0,61.42,25.0,No,No,Master's,High,3,8.4,0
Female,18,CS,55.0,71.85,88.38,67.85,15.5,75.45,7.3,Yes,No,High School,High,5,8.4,1
Male,21,Business,94.06,63.13,73.78,98.67,51.5,89.56,19.9,Yes,No,Master's,Medium,2,5.4,0
Male,21,Mathematics,65.21,48.95,60.7,52.48,26.1,53.57,26.6,No,Yes,Unknown,High,7,8.0,1
Female,18,Business,82.72,41.33,88.67,64.91,25.2,81.84,7.0,No,Yes,Bachelor's,High,10,5.1,0
Female,20,CS,74.38,53.13,66.02,97.09,83.0,57.47,20.9,Yes,No,PhD,Low,5,8.0,1
Male,24,CS,68.32,46.45,58.76,99.17,38.1,98.57,17.8,Yes,Yes,Unknown,Low,7,4.6,0
Male,23,Business,82.27,87.13,81.58,91.25,45.1,94.94,13.3,No,No,Bachelor's,Low,3,7.8,0
Male,21,Mathematics,97.38,46.75,54.52,53.8,84.3,97.48,7.5,No,No,Unknown,Low,6,6.8,0
Male,19,CS,52.06,83.45,98.57,78.07,8.8,55.31,21.9,No,No,PhD,Low,3,4.6,0
Female,23,Engineering,95.94,63.14,81.62,70.01,59.5,74.4,12.7,Yes,No,Bachelor's,Low,1,7.1,0
Male,21,CS,80.45,44.4,99.29,90.32,57.8,58.26,13.5,Yes,No,PhD,High,8,5.0,0
Male,24,Mathematics,90.37,88.76,66.94,52.75,42.5,80.02,22.9,Yes,No,Bachelor's,High,9,5.0,0
Female,20,Engineering,69.19,74.78,98.56,59.86,83.0,61.64,28.6,Yes,Yes,Master's,Low,5,6.2,1
Male,24,CS,73.59,54.15,57.28,74.46,94.3,88.53,13.3,Yes,Yes,Unknown,Medium,1,8.8,0
Male,19,Mathematics,93.44,93.68,52.03,57.88,46.5,82.2,23.7,Yes,No,High School,Medium,2,8.5,0
Male,24,Mathematics,70.74,42.72,51.65,84.64,45.6,78.58,28.9,No,Yes,High School,High,8,8.1,0
Female,23,CS,76.73,52.11,73.24,91.04,50.2,91.26,7.4,No,Yes,Unknown,High,7,8.3,0
Female,19,Mathematics,51.01,85.12,54.15,85.23,72.30000000000001,75.01,18.2,Yes,No,High School,Medium,4,6.5,0
Male,18,Business,57.93,82.56,75.61,72.01,66.8,63.49,5.3,Yes,No,PhD,Medium,3,5.9,0
Male,22,Engineering,82.08,57.36,66.38,93.92,22.3,81.04,25.6,No,No,High School,Low,4,8.4,1
Female,18,Business,85.85,43.72,66.78,56.88,6.4,97.85,12.2,No,Yes,Unknown,Medium,5,4.4,1
Male,23,CS,79.13,91.48,81.78,63.02,94.9,80.06,13.3,No,No,Master's,Low,4,9.0,0
Male,22,Business,57.17,58.82,58.15,74.48,26.1,81.48,22.2,Yes,Yes,Unknown,High,9,6.8,1
Female,18,CS,72.27,51.74,88.33,53.07,63.9,96.74,24.7,Yes,No,Unknown,High,1,6.7,0
Female,22,CS,67.75,70.96,79.1,54.78,82.8,75.76,15.0,Yes,Yes,Bachelor's,Low,1,5.5,1
Female,21,Mathematics,74.78,94.61,95.75,69.87,30.0,99.82,21.6,No,No,High School,High,10,4.9,0
Male,24,Mathematics,93.52,42.61,68.24,97.19,63.5,57.98,28.9,No,Yes,High School,High,7,7.4,1
Male,19,CS,88.79,85.95,99.14,95.42,10.8,76.85,27.2,No,Yes,Bachelor's,Low,3,5.8,0
Male,22,Engineering,54.2,74.35,78.79,73.3,97.0,60.65,22.5,Yes,Yes,PhD,Medium,4,5.5,0
Male,21,Engineering,94.52,65.53,98.67,57.11,5.8,72.67,28.6,No,Yes,PhD,High,1,4.8,1
Female,24,Engineering,73.59,84.64,51.35,58.91,43.8,58.53,26.9,Yes,Yes,Bachelor's,Medium,2,6.7,0
Male,24,Business,87.19,97.95,86.4,68.88,53.7,61.13,23.2,Yes,No,High School,Medium,5,6.9,1
Male,20,CS,57.0,53.75,90.83,60.5,79.0,60.54,27.9,Yes,Yes,PhD,High,4,6.2,0
Female,18,Mathematics,83.54,48.62,52.66,54.15,12.1,66.0,25.4,No,No,PhD,Medium,3,4.1,1
Female,20,Business,61.82,94.77,78.95,83.69,44.1,56.73,17.6,Yes,Yes,Master's,High,2,6.5,0
Male,23,Business,71.92,80.14,90.1,79.07,30.0,90.47,17.6,Yes,No,PhD,High,1,5.4,0
Female,21,Mathematics,50.84,66.28,78.05,64.56,31.200000000000003,61.03,5.2,Yes,Yes,High School,Low,1,4.7,1
Female,20,CS,57.58,74.4,53.19,88.95,77.9,70.83,5.8,Yes,Yes,Master's,High,1,6.9,1
Male,20,Business,54.6,84.74,84.67,88.8,0.5,50.8,23.7,No,No,Master's,Low,7,7.4,0
Male,24,CS,61.99,86.38,53.03,74.55,74.9,55.24,18.9,Yes,Yes,High School,Low,1,6.6,1
Male,21,CS,55.0,95.19,90.87,54.83,81.0,94.81,24.0,Yes,Yes,Bachelor's,Low,2,7.1,0
Male,24,CS,84.6,65.61,52.15,95.92,90.1,91.86,28.7,Yes,Yes,Unknown,Low,2,7.0,0
Female,19,Mathematics,51.45,57.6,56.87,83.43,62.7,92.05,16.3,No,No,PhD,Low,8,4.6,0
Female,22,CS,80.89,78.38,63.76,62.35,33.3,70.57,7.2,No,Yes,Bachelor's,Medium,5,5.1,0
Male,23,Business,57.04,64.94,81.67,80.52,42.7,57.08,20.7,Yes,No,Unknown,Low,4,4.0,0
Male,23,Mathematics,97.26,75.68,98.82,70.25,97.0,55.39,7.5,No,Yes,High School,Low,3,8.9,0
Female,18,Mathematics,96.65,65.2,55.89,81.77,88.10000000000001,80.28,20.5,Yes,Yes,PhD,Medium,8,5.1,1
Male,24,Business,61.28,49.18,57.14,73.69,46.4,91.41,18.2,No,Yes,Bachelor's,Low,10,8.1,1
Male,22,Mathematics,80.72,68.17,68.44,74.27,94.3,95.01,22.8,No,Yes,Unknown,Medium,6,7.9,0
Male,18,Business,51.4,81.46,91.81,86.79,82.30000000000001,64.44,13.8,No,Yes,High School,Medium,7,7.5,0
Male,23,Engineering,96.59,87.96,73.36,80.69,90.1,66.05,8.6,Yes,Yes,Master's,Low,5,6.2,0
Female,22,Business,76.15,69.6,66.08,54.0,68.3,55.04,10.9,No,No,Master's,High,5,6.9,1
Male,20,Mathematics,52.16,49.91,78.06,53.27,85.8,88.72,22.1,No,No,Master's,High,10,4.9,0
Female,19,Business,67.12,64.88,63.03,65.25,89.2,63.78,17.0,Yes,No,High School,Low,8,4.5,1
Male,20,Engineering,53.84,87.18,70.06,71.51,9.2,74.05,18.5,Yes,Yes,Unknown,High,1,5.8,1
Male,19,CS,69.65,64.77,66.63,63.76,96.5,96.44,13.1,No,No,High School,Low,3,8.1,0
Female,24,CS,83.5,81.79,90.21,82.57,33.4,87.61,25.9,No,Yes,Master's,Low,7,6.8,0
Male,21,CS,73.49,70.43,96.21,59.76,44.0,52.64,30.0,No,No,High School,Medium,3,7.8,0
Female,18,Mathematics,69.19,54.47,87.98,85.21,79.2,50.41,12.8,No,No,PhD,Low,9,8.5,1
Male,18,Engineering,55.96,87.77,71.95,88.66,66.5,89.37,23.0,No,No,Unknown,Low,2,6.8,0
Male,21,Business,62.25,45.05,75.22,56.22,89.3,77.63,9.3,Yes,Yes,PhD,High,1,5.8,1
Male,22,Business,55.01,71.49,56.25,82.54,40.1,86.02,23.6,No,Yes,Master's,Medium,7,8.3,0
Male,21,Business,90.37,52.53,87.34,98.07,37.3,57.84,15.8,Yes,Yes,Unknown,Medium,9,5.1,0
Male,24,Business,56.76,44.02,79.82,59.64,3.2,93.6,20.1,No,Yes,PhD,High,4,4.1,0
Female,23,Mathematics,79.77,70.18,95.12,95.47,46.3,88.67,10.9,No,No,High School,Low,9,4.3,0
Female,21,Mathematics,67.14,69.97,60.03,80.3,72.4,94.54,26.3,No,No,Bachelor's,Medium,3,6.9,0
Male,19,Engineering,61.3,82.41,87.99,79.55,30.1,67.05,9.3,Yes,Yes,High School,Medium,8,8.5,0
Male,23,Business,81.97,84.69,84.23,52.6,46.3,63.79,28.2,Yes,No,Master's,High,9,6.8,0
Female,21,CS,72.85,83.67,63.29,87.42,21.9,57.59,6.5,No,Yes,Bachelor's,Medium,5,6.0,1
Female,18,Mathematics,70.01,64.57,83.37,73.91,77.30000000000001,96.5,12.2,No,Yes,Unknown,Low,5,6.9,0
Male,20,Engineering,79.64,77.9,96.22,86.06,6.1,58.84,19.1,Yes,No,Bachelor's,High,5,7.4,1
Male,19,Engineering,74.56,74.62,95.92,90.46,70.5,55.97,26.5,Yes,Yes,Unknown,Low,9,7.8,1
Female,24,Mathematics,65.17,65.29,85.98,76.19,37.9,59.63,19.4,Yes,No,PhD,Medium,9,5.7,1
Male,19,CS,77.95,75.83,52.4,63.18,4.2,88.57,10.4,No,Yes,PhD,High,3,5.9,0
Female,22,CS,83.47,96.83,93.61,57.08,85.3,94.48,26.5,Yes,Yes,PhD,Low,4,4.1,0
Male,20,Business,51.33,51.57,82.89,58.03,48.8,90.55,19.9,No,Yes,PhD,Medium,6,7.2,0
Female,19,Mathematics,73.29,94.35,65.52,93.35,59.900000000000006,78.16,10.8,Yes,Yes,PhD,Low,8,7.9,0
Female,21,CS,52.88,43.21,59.36,56.18,73.2,99.69,19.0,Yes,Yes,Bachelor's,Low,2,6.6,0
Male,19,Mathematics,59.32,58.5,55.81,69.23,65.5,53.44,21.9,Yes,Yes,Unknown,High,4,5.9,1
Female,19,Engineering,78.03,57.29,52.51,66.71,73.1,93.36,22.0,No,No,PhD,Low,5,5.7,1
Male,19,Engineering,93.31,77.58,87.71,93.27,76.2,71.39,23.1,Yes,No,PhD,Medium,6,7.2,0
